Message,Payload,Attachment,Pin,Issuer,Date
cc||||Client|Wed Sep 15 2021 10:23:44
cc||||Client|Wed Sep 15 2021 10:24:34
coucou||||Client|Wed Sep 15 2021 10:25:37
Send message||||Bot|Wed Sep 15 2021 10:25:42
|Start_re_activation|||Client|Wed Sep 15 2021 10:26:19
Send message||||Bot|Wed Sep 15 2021 10:26:24
Send message||||Bot|Wed Sep 15 2021 10:26:25
cc||||Client|Wed Sep 15 2021 10:30:58
Send message||||Bot|Wed Sep 15 2021 10:31:03
|Start_re_activation|||Client|Wed Sep 15 2021 10:31:11
Send message||||Bot|Wed Sep 15 2021 10:31:16
Send message||||Bot|Wed Sep 15 2021 10:31:17
reactivation.etape||||Client|Wed Sep 15 2021 10:31:30
028000011651||||Client|Wed Sep 15 2021 10:54:40
Send message||||Bot|Wed Sep 15 2021 10:54:45
|Start_re_activation|||Client|Wed Sep 15 2021 10:55:00
cc||||Client|Wed Sep 15 2021 10:56:15
Send message||||Bot|Wed Sep 15 2021 10:56:18
|Start_re_activation|||Client|Wed Sep 15 2021 10:56:29
cc||||Client|Wed Sep 15 2021 10:58:55
Send message||||Bot|Wed Sep 15 2021 10:59:00
|Start_re_activation|||Client|Wed Sep 15 2021 10:59:06
cc||||Client|Wed Sep 15 2021 11:01:36
Send message||||Bot|Wed Sep 15 2021 11:01:41
|Start_re_activation|||Client|Wed Sep 15 2021 11:01:57
cc||||Client|Wed Sep 15 2021 11:05:00
Send message||||Bot|Wed Sep 15 2021 11:05:07
|Start_re_activation|||Client|Wed Sep 15 2021 11:05:23
ccc||||Client|Wed Sep 15 2021 11:14:15
Send message||||Bot|Wed Sep 15 2021 11:14:18
|Start_re_activation|||Client|Wed Sep 15 2021 11:14:25
cc||||Client|Wed Sep 15 2021 11:18:21
Send message||||Bot|Wed Sep 15 2021 11:18:26
|Start_re_activation|||Client|Wed Sep 15 2021 11:18:45
Send message||||Bot|Wed Sep 15 2021 11:18:49
Send message||||Bot|Wed Sep 15 2021 11:18:51
028000011651||||Client|Wed Sep 15 2021 11:19:19
coucoucoucou||||Client|Wed Sep 15 2021 11:29:22
Send message||||Bot|Wed Sep 15 2021 11:29:27
|Start_re_activation|||Client|Wed Sep 15 2021 11:29:31
Send message||||Bot|Wed Sep 15 2021 11:29:34
Send message||||Bot|Wed Sep 15 2021 11:29:36
028000011651||||Client|Wed Sep 15 2021 11:29:49
cc||||Client|Wed Sep 15 2021 11:40:12
Send message||||Bot|Wed Sep 15 2021 11:40:17
|Start_re_activation|||Client|Wed Sep 15 2021 11:40:21
Send message||||Bot|Wed Sep 15 2021 11:40:25
Send message||||Bot|Wed Sep 15 2021 11:40:25
028000011651||||Client|Wed Sep 15 2021 11:40:37
Send message||||Bot|Wed Sep 15 2021 11:40:41
cc||||Client|Wed Sep 15 2021 11:46:45
cc||||Client|Wed Sep 15 2021 11:47:34
Send message||||Bot|Wed Sep 15 2021 11:47:41
|Start_re_activation|||Client|Wed Sep 15 2021 11:47:44
Send message||||Bot|Wed Sep 15 2021 11:47:48
Send message||||Bot|Wed Sep 15 2021 11:47:50
028000011651||||Client|Wed Sep 15 2021 11:48:00
Send message||||Bot|Wed Sep 15 2021 11:48:05
|||xxxx|Client|Wed Sep 15 2021 11:49:05
|||xxxx|Client|Wed Sep 15 2021 11:52:42
cc||||Client|Wed Sep 15 2021 11:54:01
Send message||||Bot|Wed Sep 15 2021 11:54:07
|Start_re_activation|||Client|Wed Sep 15 2021 11:54:09
Send message||||Bot|Wed Sep 15 2021 11:54:14
Send message||||Bot|Wed Sep 15 2021 11:54:15
028000011651||||Client|Wed Sep 15 2021 11:54:19
Send message||||Bot|Wed Sep 15 2021 11:54:24
|||xxxx|Client|Wed Sep 15 2021 11:54:35
cc||||Client|Wed Sep 15 2021 11:59:46
Send message||||Bot|Wed Sep 15 2021 11:59:50
|Start_re_activation|||Client|Wed Sep 15 2021 11:59:54
Send message||||Bot|Wed Sep 15 2021 11:59:56
Send message||||Bot|Wed Sep 15 2021 11:59:57
028000011651||||Client|Wed Sep 15 2021 12:00:02
Send message||||Bot|Wed Sep 15 2021 12:00:05
|||xxxx|Client|Wed Sep 15 2021 12:00:24
cc||||Client|Wed Sep 15 2021 12:03:07
Send message||||Bot|Wed Sep 15 2021 12:03:12
|Start_re_activation|||Client|Wed Sep 15 2021 12:03:16
Send message||||Bot|Wed Sep 15 2021 12:03:21
Send message||||Bot|Wed Sep 15 2021 12:03:22
028000011651||||Client|Wed Sep 15 2021 12:03:27
Send message||||Bot|Wed Sep 15 2021 12:03:31
|||xxxx|Client|Wed Sep 15 2021 12:03:55
cc||||Client|Wed Sep 15 2021 12:10:45
Send message||||Bot|Wed Sep 15 2021 12:10:50
|Start_re_activation|||Client|Wed Sep 15 2021 12:10:53
Send message||||Bot|Wed Sep 15 2021 12:10:57
Send message||||Bot|Wed Sep 15 2021 12:10:59
028000011651||||Client|Wed Sep 15 2021 12:11:13
Send message||||Bot|Wed Sep 15 2021 12:11:19
|||xxxx|Client|Wed Sep 15 2021 12:11:30
Send message||||Bot|Wed Sep 15 2021 12:11:35
ccc||||Client|Wed Sep 15 2021 15:00:20
Send message||||Bot|Wed Sep 15 2021 15:00:38
|Start_re_activation|||Client|Wed Sep 15 2021 15:00:42
Send message||||Bot|Wed Sep 15 2021 15:00:48
Send message||||Bot|Wed Sep 15 2021 15:00:50
028000011651||||Client|Wed Sep 15 2021 15:00:56
Send message||||Bot|Wed Sep 15 2021 15:01:02
|Start_re_activation|||Client|Wed Sep 15 2021 15:01:55
Send message||||Bot|Wed Sep 15 2021 15:02:00
Send message||||Bot|Wed Sep 15 2021 15:02:02
028000011651||||Client|Wed Sep 15 2021 15:02:12
Send message||||Bot|Wed Sep 15 2021 15:02:18
cc||||Client|Wed Sep 15 2021 15:04:32
Send message||||Bot|Wed Sep 15 2021 15:04:38
cc||||Client|Wed Sep 15 2021 15:05:17
Send message||||Bot|Wed Sep 15 2021 15:05:23
|Start_re_activation|||Client|Wed Sep 15 2021 15:05:28
Send message||||Bot|Wed Sep 15 2021 15:05:34
Send message||||Bot|Wed Sep 15 2021 15:05:35
028000011651||||Client|Wed Sep 15 2021 15:05:51
Send message||||Bot|Wed Sep 15 2021 15:05:56
|||xxxx|Client|Wed Sep 15 2021 15:06:12
Send message||||Bot|Wed Sep 15 2021 15:06:16
cc||||Client|Wed Sep 15 2021 15:18:31
Send message||||Bot|Wed Sep 15 2021 15:18:53
|Start_re_activation|||Client|Wed Sep 15 2021 15:18:55
Send message||||Bot|Wed Sep 15 2021 15:19:00
Send message||||Bot|Wed Sep 15 2021 15:19:02
028000011651||||Client|Wed Sep 15 2021 15:19:13
Send message||||Bot|Wed Sep 15 2021 15:19:18
|||xxxx|Client|Wed Sep 15 2021 15:19:29
cc||||Client|Wed Sep 15 2021 15:23:35
Send message||||Bot|Wed Sep 15 2021 15:23:46
|Start_re_activation|||Client|Wed Sep 15 2021 15:25:08
Send message||||Bot|Wed Sep 15 2021 15:25:11
Send message||||Bot|Wed Sep 15 2021 15:25:13
028000011651||||Client|Wed Sep 15 2021 15:25:29
Send message||||Bot|Wed Sep 15 2021 15:25:32
|||xxxx|Client|Wed Sep 15 2021 15:25:46
Send message||||Bot|Wed Sep 15 2021 15:25:50
Send message||||Bot|Wed Sep 15 2021 15:25:53
|Start_re_activation|||Client|Wed Sep 15 2021 15:28:47
Send message||||Bot|Wed Sep 15 2021 15:28:50
Send message||||Bot|Wed Sep 15 2021 15:28:51
028000011651||||Client|Wed Sep 15 2021 15:28:59
Send message||||Bot|Wed Sep 15 2021 15:29:03
|Code oublié|||Client|Wed Sep 15 2021 15:29:28
Send message||||Bot|Wed Sep 15 2021 15:29:32
|Oui, je valide|||Client|Wed Sep 15 2021 15:29:41
Send message||||Bot|Wed Sep 15 2021 15:29:45
|||xxxx|Client|Wed Sep 15 2021 15:29:59
Send message||||Bot|Wed Sep 15 2021 15:30:03
|||xxxx|Client|Wed Sep 15 2021 15:30:13
Send message||||Bot|Wed Sep 15 2021 15:30:17
Send message||||Bot|Wed Sep 15 2021 15:30:19
Send message||||Bot|Wed Sep 15 2021 15:30:21
cc||||Client|Wed Sep 15 2021 15:30:34
Send message||||Bot|Wed Sep 15 2021 15:30:38
|Start_re_activation|||Client|Wed Sep 15 2021 15:31:02
Send message||||Bot|Wed Sep 15 2021 15:31:05
Send message||||Bot|Wed Sep 15 2021 15:31:06
028000011651||||Client|Wed Sep 15 2021 15:31:11
Send message||||Bot|Wed Sep 15 2021 15:31:14
|||xxxx|Client|Wed Sep 15 2021 15:31:53
Send message||||Bot|Wed Sep 15 2021 15:31:57
Send message||||Bot|Wed Sep 15 2021 15:31:59
|Start_re_activation|||Client|Wed Sep 15 2021 15:32:20
Send message||||Bot|Wed Sep 15 2021 15:32:23
Send message||||Bot|Wed Sep 15 2021 15:32:24
004000208209||||Client|Wed Sep 15 2021 15:34:41
Send message||||Bot|Wed Sep 15 2021 15:34:46
|Code oublié|||Client|Wed Sep 15 2021 15:34:54
Send message||||Bot|Wed Sep 15 2021 15:34:59
|Non, annuler|||Client|Wed Sep 15 2021 15:35:06
Send message||||Bot|Wed Sep 15 2021 15:35:11
Send message||||Bot|Wed Sep 15 2021 15:35:15
Send message||||Bot|Wed Sep 15 2021 15:35:17
cc||||Client|Wed Sep 15 2021 15:35:20
Send message||||Bot|Wed Sep 15 2021 15:35:27
|Start_re_activation|||Client|Wed Sep 15 2021 15:35:31
Send message||||Bot|Wed Sep 15 2021 15:35:36
Send message||||Bot|Wed Sep 15 2021 15:35:37
004000208209||||Client|Wed Sep 15 2021 15:35:48
Send message||||Bot|Wed Sep 15 2021 15:35:55
|||xxxx|Client|Wed Sep 15 2021 15:36:06
Send message||||Bot|Wed Sep 15 2021 15:36:11
Send message||||Bot|Wed Sep 15 2021 15:36:14
|Start_re_activation|||Client|Wed Sep 15 2021 15:36:57
Send message||||Bot|Wed Sep 15 2021 15:37:02
Send message||||Bot|Wed Sep 15 2021 15:37:03
004000208209||||Client|Wed Sep 15 2021 15:38:55
Send message||||Bot|Wed Sep 15 2021 15:39:00
|Code oublié|||Client|Wed Sep 15 2021 15:39:07
Send message||||Bot|Wed Sep 15 2021 15:39:12
|Oui, je valide|||Client|Wed Sep 15 2021 15:39:16
Send message||||Bot|Wed Sep 15 2021 15:39:21
|||xxxx|Client|Wed Sep 15 2021 15:39:59
Send message||||Bot|Wed Sep 15 2021 15:40:04
|||xxxx|Client|Wed Sep 15 2021 15:40:13
Send message||||Bot|Wed Sep 15 2021 15:40:18
Send message||||Bot|Wed Sep 15 2021 15:40:21
Send message||||Bot|Wed Sep 15 2021 15:40:23
cc||||Client|Wed Sep 15 2021 15:41:49
Send message||||Bot|Wed Sep 15 2021 15:41:53
|Start_re_activation|||Client|Wed Sep 15 2021 15:41:58
Send message||||Bot|Wed Sep 15 2021 15:42:02
Send message||||Bot|Wed Sep 15 2021 15:42:04
004000208209||||Client|Wed Sep 15 2021 15:42:11
Send message||||Bot|Wed Sep 15 2021 15:42:16
|||xxxx|Client|Wed Sep 15 2021 15:42:27
Send message||||Bot|Wed Sep 15 2021 15:42:32
Send message||||Bot|Wed Sep 15 2021 15:42:35
