Message,Payload,Attachment,Pin,Issuer,Date
Hello||||Client|Fri Aug 20 2021 11:22:43
|Mes comptes|||Client|Fri Aug 20 2021 11:23:04
|Consultation|||Client|Fri Aug 20 2021 11:23:17
|Mon solde|||Client|Fri Aug 20 2021 11:23:25
|||xxxx|Client|Fri Aug 20 2021 11:24:10
|Mes comptes|||Client|Fri Aug 20 2021 11:24:54
|Envoi d'argent|||Client|Fri Aug 20 2021 11:25:02
|Vers mon compte|||Client|Fri Aug 20 2021 11:25:22
|||xxxx|Client|Fri Aug 20 2021 11:25:35
1||||Client|Fri Aug 20 2021 11:26:14
2||||Client|Fri Aug 20 2021 11:29:46
1000||||Client|Fri Aug 20 2021 11:30:01
Appro test||||Client|Fri Aug 20 2021 11:30:13
|||xxxx|Client|Fri Aug 20 2021 11:32:51
|Mes comptes|||Client|Fri Aug 20 2021 11:33:28
|Consultation|||Client|Fri Aug 20 2021 11:33:38
|Mon solde|||Client|Fri Aug 20 2021 11:33:46
|||xxxx|Client|Fri Aug 20 2021 11:34:02
|Mes comptes|||Client|Fri Aug 20 2021 11:34:43
|Envoi d'argent|||Client|Fri Aug 20 2021 11:34:52
|Vers un compte tiers|||Client|Fri Aug 20 2021 11:35:04
|||xxxx|Client|Fri Aug 20 2021 11:35:17
2||||Client|Fri Aug 20 2021 11:35:55
Autre compte||||Client|Fri Aug 20 2021 11:36:14
ABM||||Client|Fri Aug 20 2021 11:36:24
00011000282410016879051||||Client|Fri Aug 20 2021 11:37:13
|Mes comptes|||Client|Fri Aug 20 2021 11:38:17
|Envoi d'argent|||Client|Fri Aug 20 2021 11:38:31
|Vers un compte tiers|||Client|Fri Aug 20 2021 11:38:44
|||xxxx|Client|Fri Aug 20 2021 11:39:57
2||||Client|Fri Aug 20 2021 11:40:53
Autre compte||||Client|Fri Aug 20 2021 11:41:06
ABM||||Client|Fri Aug 20 2021 11:41:13
00011000142110055840878||||Client|Fri Aug 20 2021 11:41:48
Koto||||Client|Fri Aug 20 2021 11:42:09
600||||Client|Fri Aug 20 2021 11:42:23
Test||||Client|Fri Aug 20 2021 11:42:43
|||xxxx|Client|Fri Aug 20 2021 11:43:27
|Enregistrer|||Client|Fri Aug 20 2021 11:43:57
Kotokoto||||Client|Fri Aug 20 2021 11:44:26
|VALIDER|||Client|Fri Aug 20 2021 11:44:37
0||||Client|Fri Aug 20 2021 11:45:29
|Mes comptes|||Client|Fri Aug 20 2021 11:45:40
|Envoi d'argent|||Client|Fri Aug 20 2021 11:45:50
|Vers un compte tiers|||Client|Fri Aug 20 2021 11:46:08
|||xxxx|Client|Fri Aug 20 2021 11:46:25
1||||Client|Fri Aug 20 2021 11:47:20
