Message,Payload,Attachment,Pin,Issuer,Date
cc||||Client|Mon Sep 13 2021 15:43:36
Send message||||Bot|Mon Sep 13 2021 15:44:16
Send message||||Bot|Mon Sep 13 2021 15:44:18
|Mes comptes|||Client|Mon Sep 13 2021 15:44:24
Send message||||Bot|Mon Sep 13 2021 15:44:29
|Consultation|||Client|Mon Sep 13 2021 15:44:36
Send message||||Bot|Mon Sep 13 2021 15:44:45
cc||||Client|Mon Sep 13 2021 15:52:43
|Mon solde|||Client|Mon Sep 13 2021 15:52:44
Send message||||Bot|Mon Sep 13 2021 15:52:49
Send message||||Bot|Mon Sep 13 2021 15:52:51
Send message||||Bot|Mon Sep 13 2021 15:52:53
|Mon solde|||Client|Mon Sep 13 2021 15:53:05
Send message||||Bot|Mon Sep 13 2021 15:53:13
0||||Client|Mon Sep 13 2021 15:54:03
Send message||||Bot|Mon Sep 13 2021 15:54:10
Send message||||Bot|Mon Sep 13 2021 15:54:12
Send message||||Bot|Mon Sep 13 2021 15:54:13
Send message||||Bot|Mon Sep 13 2021 15:54:13
Send message||||Bot|Mon Sep 13 2021 15:54:16
|Mes comptes|||Client|Mon Sep 13 2021 15:54:43
Send message||||Bot|Mon Sep 13 2021 15:54:49
|Consultation|||Client|Mon Sep 13 2021 15:54:52
Send message||||Bot|Mon Sep 13 2021 15:55:00
|Mon solde|||Client|Mon Sep 13 2021 15:55:02
Send message||||Bot|Mon Sep 13 2021 15:55:07
0||||Client|Mon Sep 13 2021 15:55:23
Send message||||Bot|Mon Sep 13 2021 15:55:33
Send message||||Bot|Mon Sep 13 2021 15:55:35
Send message||||Bot|Mon Sep 13 2021 15:55:36
Send message||||Bot|Mon Sep 13 2021 15:55:36
Send message||||Bot|Mon Sep 13 2021 15:55:38
|Mon solde|||Client|Mon Sep 13 2021 15:59:59
Send message||||Bot|Mon Sep 13 2021 16:00:05
0||||Client|Mon Sep 13 2021 16:00:23
Send message||||Bot|Mon Sep 13 2021 16:00:28
Send message||||Bot|Mon Sep 13 2021 16:00:29
Send message||||Bot|Mon Sep 13 2021 16:00:30
Send message||||Bot|Mon Sep 13 2021 16:00:30
Send message||||Bot|Mon Sep 13 2021 16:00:33
|Mon solde|||Client|Mon Sep 13 2021 16:03:16
Send message||||Bot|Mon Sep 13 2021 16:03:22
0||||Client|Mon Sep 13 2021 16:03:29
Send message||||Bot|Mon Sep 13 2021 16:03:34
|Mon solde|||Client|Mon Sep 13 2021 16:05:54
Send message||||Bot|Mon Sep 13 2021 16:06:01
0||||Client|Mon Sep 13 2021 16:06:48
Send message||||Bot|Mon Sep 13 2021 16:06:54
Send message||||Bot|Mon Sep 13 2021 16:06:57
Send message||||Bot|Mon Sep 13 2021 16:07:00
