Message,Payload,Attachment,Pin,Issuer,Date
cc||||Client|Mon Aug 23 2021 09:42:24
Send message||||Bot|Mon Aug 23 2021 09:42:29
Send message||||Bot|Mon Aug 23 2021 09:42:31
cc||||Client|Mon Aug 23 2021 09:48:48
Send message||||Bot|Mon Aug 23 2021 09:48:56
Send message||||Bot|Mon Aug 23 2021 09:48:58
cc||||Client|Mon Aug 23 2021 09:54:40
Send message||||Bot|Mon Aug 23 2021 09:54:49
Send message||||Bot|Mon Aug 23 2021 09:54:51
|Mes comptes|||Client|Mon Aug 23 2021 09:55:01
Send message||||Bot|Mon Aug 23 2021 09:55:07
|Envoi d'argent|||Client|Mon Aug 23 2021 09:55:12
Send message||||Bot|Mon Aug 23 2021 09:55:19
|Vers un compte tiers|||Client|Mon Aug 23 2021 09:55:31
Send message||||Bot|Mon Aug 23 2021 09:55:38
|||xxxx|Client|Mon Aug 23 2021 09:55:58
Send message||||Bot|Mon Aug 23 2021 09:56:45
1||||Client|Mon Aug 23 2021 09:56:55
Send message||||Bot|Mon Aug 23 2021 09:57:03
Liste favoris||||Client|Mon Aug 23 2021 09:57:09
Send message||||Bot|Mon Aug 23 2021 09:57:17
Poly||||Client|Mon Aug 23 2021 09:57:20
Send message||||Bot|Mon Aug 23 2021 09:57:27
3000||||Client|Mon Aug 23 2021 09:57:39
Send message||||Bot|Mon Aug 23 2021 09:57:48
gouter||||Client|Mon Aug 23 2021 09:57:54
Send message||||Bot|Mon Aug 23 2021 09:58:01
Send message||||Bot|Mon Aug 23 2021 09:58:04
|||xxxx|Client|Mon Aug 23 2021 09:58:26
Send message||||Bot|Mon Aug 23 2021 09:58:40
Send message||||Bot|Mon Aug 23 2021 09:58:45
Send message||||Bot|Mon Aug 23 2021 09:58:48
