Message,Payload,Attachment,Pin,Issuer,Date
coucou||||Client|Wed Sep 22 2021 11:54:19
Send message||||Bot|Wed Sep 22 2021 11:54:24
Send message||||Bot|Wed Sep 22 2021 11:54:26
|Mon solde|||Client|Wed Sep 22 2021 11:55:47
Send message||||Bot|Wed Sep 22 2021 11:55:51
|Mes comptes|||Client|Wed Sep 22 2021 11:56:09
Send message||||Bot|Wed Sep 22 2021 11:56:13
|Consultation|||Client|Wed Sep 22 2021 11:56:21
Send message||||Bot|Wed Sep 22 2021 11:56:26
|Mon solde|||Client|Wed Sep 22 2021 11:58:43
Send message||||Bot|Wed Sep 22 2021 11:58:48
|||xxxx|Client|Wed Sep 22 2021 11:59:03
Send message||||Bot|Wed Sep 22 2021 11:59:32
Send message||||Bot|Wed Sep 22 2021 11:59:34
Send message||||Bot|Wed Sep 22 2021 11:59:36
|Mes comptes|||Client|Wed Sep 22 2021 11:59:54
Send message||||Bot|Wed Sep 22 2021 11:59:59
|Envoi d'argent|||Client|Wed Sep 22 2021 12:00:22
Send message||||Bot|Wed Sep 22 2021 12:00:28
|Vers mon compte|||Client|Wed Sep 22 2021 12:00:32
Send message||||Bot|Wed Sep 22 2021 12:00:37
|||xxxx|Client|Wed Sep 22 2021 12:00:51
Send message||||Bot|Wed Sep 22 2021 12:00:56
Send message||||Bot|Wed Sep 22 2021 12:00:57
|||xxxx|Client|Wed Sep 22 2021 12:01:04
Send message||||Bot|Wed Sep 22 2021 12:01:57
1||||Client|Wed Sep 22 2021 13:07:12
Send message||||Bot|Wed Sep 22 2021 13:07:21
Send message||||Bot|Wed Sep 22 2021 13:07:23
|Mes comptes|||Client|Wed Sep 22 2021 13:13:14
Send message||||Bot|Wed Sep 22 2021 13:13:19
|Envoi d'argent|||Client|Wed Sep 22 2021 13:13:52
Send message||||Bot|Wed Sep 22 2021 13:13:57
|Vers un compte tiers|||Client|Wed Sep 22 2021 13:14:25
Send message||||Bot|Wed Sep 22 2021 13:14:29
|||xxxx|Client|Wed Sep 22 2021 13:14:50
Send message||||Bot|Wed Sep 22 2021 13:15:18
1||||Client|Wed Sep 22 2021 13:15:50
Send message||||Bot|Wed Sep 22 2021 13:15:55
Autre compte||||Client|Wed Sep 22 2021 13:16:02
Send message||||Bot|Wed Sep 22 2021 13:16:06
ABM||||Client|Wed Sep 22 2021 13:16:11
Send message||||Bot|Wed Sep 22 2021 13:16:16
00011000282410009584651||||Client|Wed Sep 22 2021 13:17:30
Send message||||Bot|Wed Sep 22 2021 13:17:40
RAKOTONINDRIANA Sandiarivelo||||Client|Wed Sep 22 2021 13:19:37
Send message||||Bot|Wed Sep 22 2021 13:19:42
200000||||Client|Wed Sep 22 2021 13:20:41
Send message||||Bot|Wed Sep 22 2021 13:20:46
Send message||||Bot|Wed Sep 22 2021 13:20:50
Send message||||Bot|Wed Sep 22 2021 13:20:52
|Mes comptes|||Client|Wed Sep 22 2021 13:37:59
Send message||||Bot|Wed Sep 22 2021 13:38:05
|Consultation|||Client|Wed Sep 22 2021 13:38:09
Send message||||Bot|Wed Sep 22 2021 13:38:14
|Mini-relevé|||Client|Wed Sep 22 2021 13:38:19
Send message||||Bot|Wed Sep 22 2021 13:38:23
|||xxxx|Client|Wed Sep 22 2021 13:39:08
Send message||||Bot|Wed Sep 22 2021 13:39:19
2||||Client|Wed Sep 22 2021 13:39:25
cc||||Client|Wed Sep 22 2021 17:16:34
Send message||||Bot|Wed Sep 22 2021 17:16:40
|Activer myacces sur ce canal|||Client|Wed Sep 22 2021 17:16:43
Send message||||Bot|Wed Sep 22 2021 17:16:48
Send message||||Bot|Wed Sep 22 2021 17:16:50
004000208209||||Client|Wed Sep 22 2021 17:17:00
Send message||||Bot|Wed Sep 22 2021 17:17:08
|||xxxx|Client|Wed Sep 22 2021 17:17:43
Send message||||Bot|Wed Sep 22 2021 17:17:48
Send message||||Bot|Wed Sep 22 2021 17:17:51
Send message||||Bot|Wed Sep 22 2021 17:17:52
cc||||Client|Wed Sep 22 2021 17:18:38
Send message||||Bot|Wed Sep 22 2021 17:18:43
|Activer myacces sur ce canal|||Client|Wed Sep 22 2021 17:18:59
Send message||||Bot|Wed Sep 22 2021 17:19:04
Send message||||Bot|Wed Sep 22 2021 17:19:05
004000208208||||Client|Wed Sep 22 2021 17:19:08
Send message||||Bot|Wed Sep 22 2021 17:19:16
Send message||||Bot|Wed Sep 22 2021 17:19:18
|Activer myacces sur ce canal|||Client|Wed Sep 22 2021 17:19:25
Send message||||Bot|Wed Sep 22 2021 17:19:30
Send message||||Bot|Wed Sep 22 2021 17:19:31
028000006867||||Client|Wed Sep 22 2021 17:20:23
Send message||||Bot|Wed Sep 22 2021 17:20:31
Send message||||Bot|Wed Sep 22 2021 17:20:34
|Activer myacces sur ce canal|||Client|Wed Sep 22 2021 17:21:02
028000006867||||Client|Wed Sep 22 2021 17:21:06
Send message||||Bot|Wed Sep 22 2021 17:21:07
Send message||||Bot|Wed Sep 22 2021 17:21:08
Send message||||Bot|Wed Sep 22 2021 17:21:11
Send message||||Bot|Wed Sep 22 2021 17:21:13
004000208209||||Client|Wed Sep 22 2021 17:21:26
Send message||||Bot|Wed Sep 22 2021 17:21:35
|||xxxx|Client|Wed Sep 22 2021 17:22:08
Send message||||Bot|Wed Sep 22 2021 17:22:14
Send message||||Bot|Wed Sep 22 2021 17:22:17
Send message||||Bot|Wed Sep 22 2021 17:22:19
